PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PhanKhuc_Target
-0.13632310014939616,-2.213556927494018,-2.079437048323765,-1.4618250453613097,-0.9339196607015916,0.649723919826137,0.7340707649523929,0.058597095640144654,-1.5727173992890702,0.9590239901162474,-0.47575749313836635,0.358170801933224,-0.26368652418909394,0.3200921790956537,0.7955818507463799,-3.1042136550977126,3.0001280290992653,-0.8290701139780511,-4.785433338605174,-0.8471349224469394,-0.2911204392226533,-0.28386909569817875,-0.6882927649817292,0.2378451847243045,0.026739638875935334,-0.2812116009439478,1.2232078777395217,0.9921994943597341,2.154852140166483,-0.8103938057472366,0
2.3956943743378702,-2.950612544530861,0.37420298406701313,-1.036273328140515,-0.26923211198166536,-0.9560450290057607,-1.4682034694667265,-0.33767696454539636,-0.3053121705756715,-0.12131447852519531,1.0368638459708501,-0.4395943154074085,2.3872927850352674,-0.24808587104081833,-0.5912888118401991,-0.552640637338641,0.2072999702460145,0.10630258205284276,-0.0076786248623345,0.12514457875492221,0.0033160345872435245,0.2657965604140488,0.19342960659438763,-0.18820063364834552,0.012867085770777833,0.20618193876555677,-1.0375559155692144,0.297944489608069,-0.8905054052637373,0.5822711172266415,0
2.8492470231964755,-3.334730624141355,-0.6326418756783849,-1.2010620724456162,-0.8152357813122255,-0.31695781013409513,-1.6333626547213798,-1.5561368905349433,-0.6207541653985008,-0.6115448975666624,0.3043427847335565,-2.2448196998000305,-0.19759795116867465,-0.2148410217175155,-2.8612097671452625,0.3260494557437936,-2.8089934136088313,0.17522065404398188,0.11116455744204033,-0.041617524740855304,0.07617250240900428,0.3196257958731024,0.7000527176105021,-1.1334259991870521,0.2195122340582755,-1.3837267331737109,1.3627503736010702,0.4128650991787762,1.750167333675192,0.165057488102406,0
-0.5318214188502111,-2.1017767301982637,-2.116536509173091,-1.6379709022486337,-1.1023720362680962,0.08012948014583725,-0.016457133070777643,-1.2945052524964915,-0.3658848513710452,-0.5885966772295992,0.047338487813291454,-1.6459201325491604,-0.17782223472470135,0.0021977162783304847,-2.4601515477187017,0.22220579211944655,-2.8283436151264394,0.26108942686729963,0.1729921936866899,-0.03161571600355675,0.06588217304292793,0.23421855703246727,0.6745474083339326,-1.1342721193719885,0.23083296441409398,-1.5886378287341043,1.753604784309775,-0.08585716049505171,1.6636862774470675,0.00889849359641662,0
-0.24461738324547197,-2.1592269733313394,-2.0883631092380948,-1.4702722712840743,-0.9515334772998153,0.6476859123766195,0.7512735353104287,0.0580575200620012,-1.6084631007279526,0.9875441200622944,-0.5192469434279213,0.31215233326465097,-0.24343913405655382,0.3568058165830098,0.7836864472506284,-3.088545670020195,2.997971691164642,-0.8456713266928612,-4.7922420967748085,-0.8451276868774453,-0.28810945079276995,-0.2705693362199961,-0.6806180398572725,0.2386449410805117,0.0244367994313505,-0.2591430199354529,1.1760138005643073,0.98878766583804,2.1357681840614364,-0.7626214818647836,0
0.6288714380488956,3.9705925733516296,-1.5537656155844115,-0.7588221419682271,0.9817303404175013,0.25795460652271573,-0.6531989009961685,0.1678366999228575,-0.10874727757084424,-1.2181005092907324,0.6467436421632061,0.5264813430057753,-0.1982407641249588,0.017614419585983598,0.0989275573282255,-0.20049903842554778,-0.1323810095189445,0.08564639682486425,0.057529522672301985,-0.013302768320288375,0.0493263704822845,-0.08985271116183487,-0.048569899366642695,0.001543193732381784,0.020490127720525306,-0.630419679018902,-0.4547715606518196,0.31225719403933994,0.2515702565967908,-0.2944032020026751,1
-0.651584174177457,-1.4978839568967701,-1.4256086768843739,-0.06829620998290888,-1.3373767710493611,0.36217698825491923,0.05908854274105087,-0.528570105612073,-0.2814630823781418,-0.33602535841048425,-0.47730242652667937,0.46227567570326056,-0.1218317071264093,-0.10534403293016134,0.05663415296166103,-0.18636221092227626,-0.05373088410487803,0.017942321895115253,0.027353815268472616,-0.025154228048875803,-0.005676555451801264,-0.07602761148251441,-0.07934099416668096,0.09246411199312754,-0.00984918079975432,-0.13611817762862422,-0.5811787611810498,-0.5756644557475393,-0.5177525351445095,1.0017409984992445,0
-0.728937233531794,-1.4590768467805721,-1.431984434680323,-0.07432994278488197,-1.3499580686195196,0.36072126864811194,0.07137623585393144,-0.5289555167392903,-0.3069957262630769,-0.3156538370204218,-0.5083663195906651,0.42940534093996896,-0.10736928560317825,-0.07912000615346841,0.04813743617898961,-0.17517079300978086,-0.05527112548677492,0.006084312813098217,0.02249041657588461,-0.023720488356379115,-0.0035258494304558517,-0.06652778328380123,-0.07385904764921183,0.09303536653327656,-0.011494066117322722,-0.12035490547971564,-0.6148888163062152,-0.5781014761201879,-0.5313839323624027,1.0358640869867302,0
4.9449035354832604,1.4213677173163188,0.8948533985715431,-0.5525626163086818,-0.2516498948447547,-0.3710114080794477,3.038229259669334,-2.9425416474998296,0.8015137019385322,0.384050010197299,2.8405452609049853,1.4791307663880697,-0.5832286744967322,0.4675945795394153,0.4120292434141129,4.410110014466164,3.4760899078932144,-0.07098055771466603,0.624088415625224,0.8636846690092137,0.8739245505858165,0.36766157069428906,0.8849592383055979,-0.8989131516258139,0.16076068990704295,-0.3132868646051468,1.6190951312382653,0.737232138873822,1.577649661482676,0.8242805532288507,0
-0.4544683594958742,-2.140583840314462,-2.1101607513771454,-1.6319371694466627,-1.0897907386979375,0.08158519975264246,-0.028744826183659603,-1.294119841369249,-0.34035220748612155,-0.6089681986196349,0.0784023808772544,-1.613049797785881,-0.1922846562479502,-0.02402631049835661,-2.4516548309360227,0.21101437420693298,-2.8268033737445584,0.2729474359493075,0.17785559237927817,-0.0330494556960584,0.06373146702157839,0.22471872883375812,0.6690654618164662,-1.1348433739121337,0.23247784973165392,-1.6044011008830281,1.7873148394349305,-0.08342014012241568,1.6773176746649494,-0.025224594891049182,0
